Plant,Market,Cost
P081,M051,39.97
P081,M052,27.29
P081,M053,32.42
P081,M054,7.11
P081,M055,22.34
P081,M057,4.44
P081,M058,5.91
P081,M059,9.29
P081,M060,15.839999999999998
P081,M061,39.74
P081,M062,30.21
P081,M063,26.21
P081,M066,9.77
P081,M067,12.62
P081,M068,8.44
P081,M069,32.05
P081,M070,15.77
P081,M071,21.1
P081,M072,39.79
P081,M073,8.59
P081,M074,38.19
P081,M075,22.34
P081,M076,20.57
P081,M077,28.23
P081,M079,18.32
P081,M080,17.4
P081,M081,33.38
P081,M082,23.82
P081,M083,39.58
P081,M085,27.59
P081,M087,34.83
P081,M088,7.28
P081,M089,8.46
P081,M090,7.7
P081,M091,25.48
P081,M092,18.74
P081,M093,14.89
P081,M094,39.5
P081,M095,39.62
P081,M096,34.62
P081,M097,31.46
P081,M098,4.03
P081,M099,34.84
P081,M100,26.68
P082,M002,36.14
P082,M003,18.49
P082,M004,18.03
P082,M005,15.01
P082,M006,8.49
P082,M007,35.66
P082,M009,21.93
P082,M010,34.29
P082,M011,29.08
P082,M012,10.21
P082,M013,8.44
P082,M014,16.74
P082,M015,14.88
P082,M016,36.77
P082,M017,33.07
P082,M018,42.24
P082,M019,26.01
P082,M021,31.04
P082,M022,42.61
P082,M023,28.0
P082,M025,12.36
P082,M026,39.64
P082,M027,18.85
P082,M028,40.61
P082,M029,14.17
P082,M030,28.26
P082,M031,8.34
P082,M032,30.44
P082,M033,28.54
P082,M034,12.84
P082,M036,5.19
P082,M037,9.08
P082,M038,13.26
P082,M041,8.08
P082,M042,8.33
P082,M043,39.49
P082,M044,32.73
P082,M045,12.65
P082,M046,31.09
P082,M048,33.03
P082,M049,40.17
P082,M050,39.96
P082,M051,15.42
P082,M052,14.75
P082,M053,8.96
P082,M054,17.04
P082,M055,24.42
P082,M056,35.72
P082,M057,31.22
P082,M058,24.23
P082,M059,12.34
P082,M060,41.19
P082,M061,26.69
P082,M062,39.95
P082,M063,37.86
P082,M064,28.15
P082,M065,22.61
P082,M066,31.2
P082,M067,24.209999999999997
P082,M068,39.78
P082,M069,36.52
P082,M070,20.51
P082,M071,13.12
P082,M072,9.76
P082,M073,25.25
P082,M074,31.459999999999997
P082,M075,13.92
P082,M076,27.130000000000003
P082,M077,30.29
P082,M078,23.37
P082,M079,31.37
P082,M080,30.37
P082,M081,19.53
P082,M082,3.69
P082,M083,17.27
P082,M084,30.62
P082,M085,38.78
P082,M086,18.32
P082,M087,7.49
P082,M088,8.79
P082,M089,25.67
P082,M090,8.05
P082,M091,8.18
P082,M092,23.81
P082,M093,15.63
P082,M094,33.61
P082,M095,17.02
P082,M098,15.91
P082,M100,34.78
P083,M001,33.47
P083,M002,23.86
P083,M003,28.5
P083,M004,26.5
P083,M005,13.12
P083,M006,39.38
P083,M007,21.52
P083,M008,18.79
P083,M009,7.16
P083,M010,27.65
P083,M011,36.78
P083,M013,36.41
P083,M014,41.02
P083,M016,8.41
P083,M017,28.43
P083,M019,35.04
P083,M020,16.52
P083,M021,25.21
P083,M022,21.65
P083,M023,23.77
P083,M024,32.36
P083,M025,14.58
P083,M026,17.0
P083,M027,7.87
P083,M028,40.63
P083,M029,17.34
P083,M030,24.89
P083,M031,11.44
P083,M032,3.91
P083,M033,37.53
P083,M034,30.81
P083,M035,33.63
P083,M037,5.18
P083,M038,25.64
P083,M039,36.37
P083,M040,15.429999999999998
P083,M041,39.16
P083,M042,39.73
P083,M043,28.28
P083,M044,27.61
P083,M045,13.24
P083,M046,12.43
P083,M047,26.67
P083,M048,17.56
P083,M049,29.7
P083,M050,25.24
P083,M051,33.02
P083,M052,27.68
P083,M054,36.63
P083,M055,9.7
P083,M056,26.05
P083,M057,38.29
P083,M058,13.39
P083,M059,5.59
P083,M060,13.16
P083,M061,21.68
P083,M062,38.86
P083,M063,28.7
P083,M064,37.37
P083,M065,39.12
P083,M066,11.21
P083,M067,23.29
P083,M068,31.83
P083,M069,23.46
P083,M070,23.86
P083,M071,28.69
P083,M072,29.95
P083,M073,35.33
P083,M074,26.27
P083,M075,13.37
P083,M076,23.47
P083,M077,39.25
P083,M080,8.71
P083,M081,28.59
P083,M082,20.87
P083,M083,34.78
P083,M084,27.73
P083,M085,12.06
P083,M086,29.12
P083,M087,35.86
P083,M088,37.45
P083,M089,14.35
P083,M091,38.71
P083,M092,18.65
P083,M094,33.28
P083,M095,36.69
P083,M096,28.66
P083,M097,18.59
P083,M098,13.23
P083,M099,38.94
P083,M100,20.44
P084,M001,27.86
P084,M002,37.04
P084,M003,35.58
P084,M004,37.18
P084,M005,14.34
P084,M006,23.8
P084,M007,7.91
P084,M009,36.65
P084,M010,31.02
P084,M012,31.69
P084,M013,37.15
P084,M014,26.74
P084,M016,12.59
P084,M017,6.580000000000001
P084,M018,19.16
P084,M019,16.77
P084,M020,28.95
P084,M023,21.7
P084,M024,9.58
P084,M025,15.45
P084,M026,5.5
P084,M027,35.22
P084,M028,25.320000000000004
P084,M030,38.63
P084,M031,32.3
P084,M032,4.94
P084,M033,36.61
P084,M034,18.18
P084,M035,5.53
P084,M037,38.66
P084,M039,21.03
P084,M040,11.99
P084,M041,35.27
P084,M044,41.06
P084,M045,21.6
P084,M046,8.51
P084,M047,26.66
P084,M048,22.3
P084,M049,5.49
P084,M050,5.67
P084,M051,14.74
P084,M053,36.97
P084,M054,36.73
P084,M055,17.91
P084,M057,31.82
P084,M058,38.73
P084,M059,30.22
P084,M060,4.93
P084,M061,28.6
P084,M062,33.76
P084,M063,20.48
P084,M064,31.29
P084,M065,37.07
P084,M066,10.1
P084,M067,8.61
P084,M068,13.14
P084,M069,16.53
P084,M070,32.61
P084,M071,5.02
P084,M073,15.57
P084,M074,37.4
P084,M075,23.78
P084,M076,39.39
P084,M077,33.25
P084,M078,7.58
P084,M079,40.24
P084,M081,28.06
P084,M082,24.58
P084,M083,31.9
P084,M084,40.49
P084,M085,16.43
P084,M086,4.34
P084,M087,35.51
P084,M088,20.35
P084,M089,25.899999999999995
P084,M090,22.53
P084,M091,15.39
P084,M092,36.92
P084,M093,18.09
P084,M095,30.45
P084,M096,11.47
P084,M097,6.0
P084,M098,37.83
P084,M099,33.22
P084,M100,13.04
P085,M001,8.84
P085,M002,36.07
P085,M003,26.35
P085,M004,34.72
P085,M005,30.92
P085,M006,18.29
P085,M007,14.35
P085,M008,19.01
P085,M009,11.29
P085,M010,21.45
P085,M012,38.37
P085,M013,10.93
P085,M014,33.69
P085,M015,29.12
P085,M016,17.34
P085,M017,12.81
P085,M018,37.14
P085,M019,24.570000000000004
P085,M020,13.61
P085,M021,34.86
P085,M022,30.98
P085,M023,37.84
P085,M024,25.09
P085,M026,5.36
P085,M027,21.52
P085,M028,10.11
P085,M030,32.07
P085,M031,24.23
P085,M032,24.17
P085,M033,17.67
P085,M034,17.16
P085,M035,17.23
P085,M036,23.320000000000004
P085,M038,20.72
P085,M039,15.44
P085,M040,41.44
P085,M043,20.52
P085,M044,24.78
P085,M045,5.2
P085,M046,36.96
P085,M047,12.06
P085,M048,32.72
P085,M049,40.11
P085,M050,17.91
P085,M052,22.09
P085,M054,3.03
P085,M055,29.78
P085,M057,25.65
P085,M058,30.8
P085,M059,4.03
P085,M060,37.87
P085,M061,9.58
P085,M062,16.22
P085,M064,11.04
P085,M065,22.9
P085,M066,16.91
P085,M068,10.22
P085,M070,30.37
P085,M071,39.13
P085,M072,31.42
P085,M073,27.84
P085,M074,23.28
P085,M075,8.42
P085,M077,29.37
P085,M078,6.21
P085,M079,21.41
P085,M080,20.72
P085,M081,18.7
P085,M083,8.67
P085,M084,27.28
P085,M085,21.44
P085,M086,39.79
P085,M087,26.37
P085,M088,19.45
P085,M089,34.2
P085,M090,33.78
P085,M091,11.12
P085,M092,26.38
P085,M093,6.54
P085,M094,20.28
P085,M095,38.16
P085,M096,31.58
P085,M097,14.17
P085,M098,33.06
P085,M099,27.06
P085,M100,11.08
P086,M001,29.85
P086,M002,23.44
P086,M003,23.89
P086,M004,34.54
P086,M005,23.09
P086,M006,35.71
P086,M007,8.17
P086,M008,21.45
P086,M009,23.45
P086,M011,26.63
P086,M012,9.3
P086,M014,32.74
P086,M015,11.47
P086,M016,3.99
P086,M018,37.6
P086,M019,19.9
P086,M021,4.99
P086,M022,19.05
P086,M023,34.4
P086,M024,9.32
P086,M025,14.75
P086,M026,26.75
P086,M027,37.05
P086,M028,14.04
P086,M029,9.46
P086,M031,41.04
P086,M032,4.42
P086,M033,22.43
P086,M034,5.3
P086,M035,29.51
P086,M036,33.84
P086,M037,14.64
P086,M038,9.29
P086,M039,21.68
P086,M040,30.79
P086,M041,39.15
P086,M042,25.43
P086,M043,33.48
P086,M044,11.64
P086,M045,4.08
P086,M046,38.54
P086,M048,20.79
P086,M049,14.22
P086,M050,38.52
P086,M051,36.83
P086,M052,8.48
P086,M053,19.03
P086,M054,20.81
P086,M055,26.63
P086,M056,31.45
P086,M057,4.7
P086,M058,12.53
P086,M059,27.899999999999995
P086,M060,38.41
P086,M061,34.64
P086,M062,14.38
P086,M063,29.21
P086,M064,39.5
P086,M065,10.5
P086,M066,34.71
P086,M068,8.32
P086,M069,20.31
P086,M072,34.37
P086,M073,9.28
P086,M074,18.79
P086,M075,20.73
P086,M077,33.53
P086,M079,28.179999999999996
P086,M080,29.66
P086,M081,5.93
P086,M082,20.62
P086,M085,13.8
P086,M086,32.07
P086,M087,28.34
P086,M089,37.24
P086,M090,8.85
P086,M091,27.87
P086,M092,4.57
P086,M094,11.15
P086,M095,11.7
P086,M096,40.52
P086,M097,27.88
P086,M098,8.38
P086,M099,32.23
P086,M100,18.63
P087,M001,32.43
P087,M002,22.54
P087,M003,18.43
P087,M004,30.19
P087,M005,38.57
P087,M006,40.48
P087,M007,10.13
P087,M008,25.61
P087,M009,37.89
P087,M010,31.37
P087,M011,22.33
P087,M012,23.45
P087,M013,26.4
P087,M014,21.16
P087,M015,6.11
P087,M016,27.59
P087,M017,16.66
P087,M018,6.92
P087,M019,4.67
P087,M020,29.9
P087,M021,19.78
P087,M022,41.27
P087,M026,40.52
P087,M027,16.79
P087,M028,16.96
P087,M029,35.62
P087,M030,29.71
P087,M031,18.21
P087,M032,25.78
P087,M033,11.29
P087,M034,5.45
P087,M035,38.73
P087,M036,41.11
P087,M037,29.78
P087,M038,36.33
P087,M039,16.93
P087,M040,34.55
P087,M042,7.419999999999999
P087,M043,21.64
P087,M044,26.74
P087,M045,40.98
P087,M046,11.89
P087,M047,5.03
P087,M049,7.3
P087,M050,5.5
P087,M051,13.41
P087,M052,7.71
P087,M053,29.43
P087,M056,26.72
P087,M057,35.94
P087,M058,9.69
P087,M059,35.99
P087,M062,36.64
P087,M063,15.81
P087,M064,40.13
P087,M066,37.69
P087,M067,30.31
P087,M068,5.68
P087,M069,23.55
P087,M070,17.53
P087,M071,36.18
P087,M072,20.26
P087,M073,13.46
P087,M074,19.15
P087,M075,38.089999999999996
P087,M077,30.16
P087,M078,15.97
P087,M079,4.23
P087,M080,28.26
P087,M081,22.65
P087,M082,41.25
P087,M083,5.01
P087,M085,8.19
P087,M087,8.89
P087,M088,18.95
P087,M089,12.65
P087,M091,22.86
P087,M092,29.76
P087,M093,5.96
P087,M094,30.320000000000004
P087,M095,9.07
P087,M096,14.47
P087,M097,22.73
P087,M098,40.65
P087,M099,28.76
P087,M100,33.33
P088,M001,27.45
P088,M002,41.44
P088,M003,14.38
P088,M004,15.31
P088,M005,22.78
P088,M007,19.64
P088,M008,17.55
P088,M009,36.65
P088,M010,27.3
P088,M011,22.55
P088,M012,16.26
P088,M013,30.16
P088,M014,10.9
P088,M015,13.12
P088,M016,9.82
P088,M017,4.39
P088,M018,29.36
P088,M019,40.21
P088,M021,17.85
P088,M022,17.08
P088,M023,27.56
P088,M024,19.02
P088,M025,41.99
P088,M026,21.92
P088,M028,20.75
P088,M029,9.54
P088,M030,13.67
P088,M032,5.72
P088,M033,12.9
P088,M034,41.51
P088,M035,5.95
P088,M036,11.53
P088,M037,22.01
P088,M039,13.46
P088,M040,11.32
P088,M041,7.52
P088,M042,30.02
P088,M043,10.54
P088,M044,29.52
P088,M045,8.58
P088,M046,13.91
P088,M047,26.75
P088,M048,36.27
P088,M049,28.3
P088,M050,29.73
P088,M051,24.29
P088,M052,24.52
P088,M054,15.95
P088,M055,31.92
P088,M056,18.1
P088,M057,6.63
P088,M058,37.46
P088,M059,29.959999999999997
P088,M060,28.93
P088,M061,26.52
P088,M062,31.66
P088,M063,14.14
P088,M064,6.33
P088,M066,16.29
P088,M067,25.97
P088,M068,33.67
P088,M069,29.28
P088,M071,17.68
P088,M072,38.95
P088,M073,10.910000000000002
P088,M074,13.72
P088,M075,36.53
P088,M076,8.33
P088,M077,5.26
P088,M078,18.65
P088,M079,23.51
P088,M081,15.22
P088,M083,32.66
P088,M084,39.53
P088,M085,25.78
P088,M086,8.22
P088,M087,37.27
P088,M088,17.62
P088,M089,39.03
P088,M090,37.17
P088,M091,20.61
P088,M092,16.77
P088,M094,32.04
P088,M096,18.43
P088,M097,11.089999999999998
P088,M098,41.04
P088,M099,16.37
P088,M100,37.51
P089,M001,20.89
P089,M002,30.13
P089,M004,12.18
P089,M005,11.93
P089,M006,27.08
P089,M007,9.99
P089,M008,31.27
P089,M009,29.41
P089,M011,21.62
P089,M012,12.68
P089,M013,10.34
P089,M014,33.45
P089,M015,36.38
P089,M016,7.62
P089,M017,31.16
P089,M018,31.26
P089,M019,33.23
P089,M020,38.88
P089,M021,28.24
P089,M022,40.05
P089,M023,24.47
P089,M024,36.96
P089,M025,37.17
P089,M028,16.33
P089,M029,18.43
P089,M030,24.81
P089,M031,26.11
P089,M032,14.07
P089,M033,16.96
P089,M034,16.27
P089,M035,41.0
P089,M036,22.82
P089,M037,36.08
P089,M039,11.2
P089,M040,29.3
P089,M041,15.57
P089,M042,21.44
P089,M043,24.56
P089,M044,29.46
P089,M045,9.55
P089,M046,5.32
P089,M047,29.9
P089,M048,8.36
P089,M050,27.01
P089,M052,31.82
P089,M053,4.9
P089,M054,27.44
P089,M056,31.290000000000003
P089,M057,16.62
P089,M058,30.43
P089,M059,36.44
P089,M060,22.94
P089,M061,15.64
P089,M062,20.13
P089,M063,33.4
P089,M064,40.27
P089,M065,9.99
P089,M068,36.91
P089,M069,38.77
P089,M070,9.01
P089,M071,28.850000000000005
P089,M072,19.26
P089,M074,3.5
P089,M075,23.12
P089,M077,25.65
P089,M078,35.77
P089,M080,37.43
P089,M081,31.91
P089,M082,38.66
P089,M083,7.79
P089,M085,25.18
P089,M086,20.47
P089,M087,20.06
P089,M089,5.78
P089,M090,18.05
P089,M091,31.86
P089,M092,25.25
P089,M093,12.61
P089,M094,12.17
P089,M095,15.270000000000001
P089,M097,14.54
P089,M098,39.55
P089,M099,15.94
P089,M100,8.91
P090,M001,31.93
P090,M002,10.64
P090,M003,19.67
P090,M004,15.23
P090,M005,38.09
P090,M006,7.66
P090,M007,37.25
P090,M010,5.97
P090,M011,23.42
P090,M012,16.14
P090,M014,26.28
P090,M015,35.98
P090,M016,4.73
P090,M018,12.93
P090,M019,33.94
P090,M020,25.1
P090,M021,24.19
P090,M022,39.66
P090,M023,26.83
P090,M024,40.01
P090,M025,6.59
P090,M026,7.52
P090,M027,7.45
P090,M028,39.95
P090,M029,26.33
P090,M030,27.54
P090,M031,36.97
P090,M032,20.12
P090,M033,27.99
P090,M034,6.99
P090,M035,35.15
P090,M036,12.5
P090,M037,29.33
P090,M038,21.54
P090,M039,27.92
P090,M040,18.92
P090,M041,27.1
P090,M042,32.1
P090,M043,21.01
P090,M044,21.84
P090,M046,37.94
P090,M047,26.19
P090,M048,29.77
P090,M049,7.08
P090,M050,17.51
P090,M051,2.89
P090,M052,16.66
P090,M054,17.24
P090,M055,25.4
P090,M056,34.0
P090,M057,32.67
P090,M060,10.93
P090,M062,19.74
P090,M063,35.0
P090,M064,29.66
P090,M065,13.01
P090,M067,32.43
P090,M069,33.41
P090,M070,22.23
P090,M071,5.82
P090,M072,33.74
P090,M073,30.36
P090,M074,30.62
P090,M075,35.87
P090,M076,8.73
P090,M077,4.54
P090,M078,29.39
P090,M079,24.61
P090,M080,25.66
P090,M081,6.3
P090,M082,21.820000000000004
P090,M083,24.15
P090,M084,14.3
P090,M085,35.11
P090,M087,16.57
P090,M088,35.03
P090,M089,12.21
P090,M090,9.08
P090,M091,4.67
P090,M092,33.1
P090,M093,14.71
P090,M094,7.79
P090,M095,24.98
P090,M096,9.77
P090,M097,29.63
P090,M098,25.97
P090,M099,10.31
P090,M100,34.55
P091,M001,12.61
P091,M002,21.07
P091,M003,17.52
P091,M004,20.74
P091,M005,37.73
P091,M006,35.34
P091,M007,30.28
P091,M008,38.87
P091,M009,29.42
P091,M010,36.68
P091,M011,11.85
P091,M012,27.38
P091,M013,33.09
P091,M014,29.37
P091,M015,32.3
P091,M016,13.66
P091,M017,16.73
P091,M018,7.3
P091,M019,38.36
P091,M020,25.21
P091,M021,23.41
P091,M022,10.48
P091,M023,10.41
P091,M025,29.06
P091,M026,21.03
P091,M028,28.54
P091,M029,10.32
P091,M030,36.53
P091,M031,11.39
P091,M032,20.14
P091,M033,10.88
P091,M034,7.19
P091,M035,35.24
P091,M036,10.800000000000002
P091,M037,27.41
P091,M039,22.4
P091,M040,8.11
P091,M041,41.06
P091,M042,26.48
P091,M043,16.05
P091,M044,19.27
P091,M045,20.07
P091,M046,14.050000000000002
P091,M047,34.63
P091,M048,23.87
P091,M050,16.44
P091,M051,6.18
P091,M053,24.17
P091,M054,11.17
P091,M055,8.48
P091,M057,29.100000000000005
P091,M059,27.3
P091,M060,11.1
P091,M061,16.6
P091,M063,22.709999999999997
P091,M064,18.43
P091,M065,30.03
P091,M066,20.15
P091,M067,5.59
P091,M068,38.13
P091,M069,28.31
P091,M070,9.04
P091,M071,40.59
P091,M072,24.92
P091,M073,33.45
P091,M074,35.45
P091,M075,3.68
P091,M076,17.09
P091,M077,15.21
P091,M078,33.37
P091,M079,10.47
P091,M080,38.13
P091,M081,12.65
P091,M082,19.46
P091,M083,13.64
P091,M084,36.74
P091,M085,30.96
P091,M086,39.22
P091,M087,25.77
P091,M088,31.929999999999996
P091,M089,16.65
P091,M091,21.57
P091,M092,23.62
P091,M093,23.47
P091,M094,24.89
P091,M095,10.41
P091,M096,28.83
P091,M097,42.57
P091,M098,13.69
P091,M099,7.24
P091,M100,23.39
P092,M001,7.57
P092,M002,4.95
P092,M003,11.06
P092,M004,9.25
P092,M005,24.96
P092,M006,12.75
P092,M007,13.49
P092,M008,24.94
P092,M010,21.0
P092,M011,33.87
P092,M012,20.16
P092,M013,16.4
P092,M014,29.15
P092,M015,5.400000000000001
P092,M016,5.66
P092,M017,13.71
P092,M018,15.38
P092,M019,28.16
P092,M020,15.88
P092,M021,34.89
P092,M022,22.94
P092,M023,39.44
P092,M024,26.11
P092,M025,28.34
P092,M026,27.76
P092,M027,10.86
P092,M028,3.01
P092,M029,36.45
P092,M030,28.52
P092,M031,39.94
P092,M032,38.88
P092,M033,20.24
P092,M034,10.6
P092,M035,25.15
P092,M036,35.01
P092,M038,4.09
P092,M039,19.51
P092,M040,41.56
P092,M041,19.03
P092,M042,7.89
P092,M043,11.39
P092,M044,28.850000000000005
P092,M045,3.82
P092,M046,30.68
P092,M048,5.78
P092,M049,39.81
P092,M052,25.02
P092,M053,11.39
P092,M054,13.18
P092,M055,7.8
P092,M056,12.03
P092,M057,28.37
P092,M058,7.54
P092,M059,18.44
P092,M060,25.0
P092,M061,29.99
P092,M062,24.95
P092,M063,17.89
P092,M064,34.17
P092,M065,24.41
P092,M067,36.21
P092,M068,36.27
P092,M069,40.78
P092,M070,5.53
P092,M071,30.459999999999997
P092,M072,8.97
P092,M073,21.53
P092,M075,29.21
P092,M077,21.97
P092,M078,15.24
P092,M079,39.69
P092,M080,34.11
P092,M081,4.78
P092,M082,9.71
P092,M083,13.85
P092,M084,38.38
P092,M085,35.29
P092,M086,5.11
P092,M087,9.82
P092,M090,37.71
P092,M091,16.28
P092,M092,17.88
P092,M094,6.17
P092,M095,30.49
P092,M096,26.820000000000004
P092,M097,40.46
P092,M098,12.56
P092,M099,29.93
P093,M001,32.01
P093,M002,9.19
P093,M003,21.96
P093,M004,19.74
P093,M005,5.55
P093,M006,19.16
P093,M007,25.31
P093,M008,30.17
P093,M010,21.45
P093,M011,19.46
P093,M012,8.47
P093,M013,10.83
P093,M014,8.28
P093,M016,25.68
P093,M017,12.91
P093,M018,23.12
P093,M019,26.22
P093,M020,37.75
P093,M021,4.83
P093,M022,23.42
P093,M023,24.73
P093,M024,3.51
P093,M027,19.82
P093,M028,17.26
P093,M029,11.11
P093,M030,24.54
P093,M032,26.11
P093,M033,14.09
P093,M034,28.13
P093,M035,20.04
P093,M036,13.02
P093,M037,35.69
P093,M038,38.91
P093,M039,17.82
P093,M040,29.24
P093,M043,23.33
P093,M044,34.71
P093,M045,31.87
P093,M047,32.52
P093,M048,34.86
P093,M050,36.8
P093,M051,10.84
P093,M052,5.88
P093,M055,4.43
P093,M056,9.63
P093,M057,29.24
P093,M058,8.53
P093,M059,10.25
P093,M060,38.28
P093,M061,12.45
P093,M062,38.5
P093,M063,16.9
P093,M064,16.01
P093,M066,9.34
P093,M067,39.32
P093,M068,36.12
P093,M069,22.1
P093,M070,7.97
P093,M071,26.33
P093,M072,24.77
P093,M074,9.44
P093,M075,39.86
P093,M077,7.82
P093,M078,32.96
P093,M079,16.97
P093,M080,35.95
P093,M081,29.38
P093,M082,7.94
P093,M084,21.67
P093,M085,12.06
P093,M086,14.12
P093,M087,5.75
P093,M088,8.71
P093,M089,9.15
P093,M090,10.86
P093,M093,18.6
P093,M094,13.31
P093,M095,26.71
P093,M097,11.03
P093,M098,21.81
P093,M099,12.33
P093,M100,8.79
P094,M001,5.56
P094,M003,10.35
P094,M004,4.98
P094,M007,35.85
P094,M008,28.63
P094,M009,40.58
P094,M011,32.85
P094,M013,14.17
P094,M014,33.92
P094,M015,28.56
P094,M016,19.81
P094,M017,15.41
P094,M018,33.96
P094,M019,40.49
P094,M020,19.13
P094,M021,6.87
P094,M022,28.45
P094,M023,5.24
P094,M024,15.31
P094,M025,35.14
P094,M027,10.48
P094,M028,26.31
P094,M029,24.02
P094,M030,28.41
P094,M031,35.63
P094,M032,25.42
P094,M034,35.79
P094,M036,26.05
P094,M037,14.92
P094,M038,33.35
P094,M039,17.92
P094,M040,40.56
P094,M041,15.77
P094,M042,32.23
P094,M043,6.55
P094,M044,19.07
P094,M047,13.67
P094,M048,19.61
P094,M049,19.83
P094,M050,24.41
P094,M052,26.21
P094,M054,17.68
P094,M055,25.61
P094,M056,4.26
P094,M057,27.08
P094,M058,18.28
P094,M059,20.52
P094,M060,11.46
P094,M061,13.57
P094,M062,8.0
P094,M063,35.0
P094,M064,40.06
P094,M065,17.43
P094,M066,26.13
P094,M067,17.17
P094,M068,12.92
P094,M069,7.61
P094,M070,15.69
P094,M072,34.46
P094,M073,8.42
P094,M074,22.52
P094,M075,6.58
P094,M076,34.38
P094,M077,40.0
P094,M078,11.09
P094,M079,9.69
P094,M080,18.88
P094,M081,20.39
P094,M082,4.86
P094,M083,41.83
P094,M084,19.9
P094,M085,4.38
P094,M087,20.36
P094,M088,16.63
P094,M089,7.37
P094,M091,35.87
P094,M093,8.9
P094,M094,9.38
P094,M095,10.02
P094,M096,38.64
P094,M097,37.14
P094,M098,24.3
P094,M099,5.2
P094,M100,14.29
P095,M001,40.45
P095,M003,19.1
P095,M004,35.98
P095,M005,5.9
P095,M007,20.32
P095,M009,30.6
P095,M010,36.74
P095,M011,12.91
P095,M012,19.58
P095,M013,40.74
P095,M014,29.68
P095,M015,37.23
P095,M017,11.3
P095,M018,21.71
P095,M019,5.14
P095,M020,42.18
P095,M021,34.69
P095,M022,19.17
P095,M023,22.74
P095,M024,20.88
P095,M025,7.46
P095,M026,13.86
P095,M027,24.07
P095,M029,18.76
P095,M031,3.01
P095,M032,22.43
P095,M033,33.38
P095,M034,35.66
P095,M035,35.8
P095,M037,17.15
P095,M038,33.6
P095,M039,7.39
P095,M040,33.1
P095,M041,28.29
P095,M042,7.84
P095,M043,6.9
P095,M044,34.22
P095,M046,34.36
P095,M048,25.01
P095,M049,31.34
P095,M050,28.62
P095,M051,14.6
P095,M052,19.7
P095,M053,25.62
P095,M054,25.51
P095,M055,8.14
P095,M056,8.37
P095,M057,36.73
P095,M060,23.6
P095,M061,34.78
P095,M062,11.92
P095,M063,32.51
P095,M064,25.12
P095,M065,23.82
P095,M066,40.23
P095,M067,9.3
P095,M068,37.81
P095,M069,36.19
P095,M070,26.42
P095,M071,21.11
P095,M072,13.44
P095,M073,16.55
P095,M074,24.87
P095,M075,40.94
P095,M076,14.19
P095,M077,23.14
P095,M078,15.729999999999999
P095,M079,19.07
P095,M082,36.91
P095,M083,25.179999999999996
P095,M084,37.74
P095,M085,22.06
P095,M086,12.46
P095,M087,5.92
P095,M088,34.84
P095,M089,15.68
P095,M090,4.24
P095,M091,27.64
P095,M092,33.64
P095,M093,21.65
P095,M094,36.62
P095,M095,40.0
P095,M096,21.92
P095,M098,4.14
P095,M099,21.87
P095,M100,31.62
P096,M001,20.64
P096,M002,37.8
P096,M004,11.74
P096,M005,29.82
P096,M006,32.97
P096,M007,38.96
P096,M008,14.18
P096,M009,18.3
P096,M010,20.05
P096,M012,24.91
P096,M013,7.69
P096,M014,23.43
P096,M015,22.02
P096,M016,19.44
P096,M018,29.14
P096,M019,23.33
P096,M020,30.600000000000005
P096,M021,3.65
P096,M022,32.9
P096,M023,22.44
P096,M026,9.08
P096,M027,37.47
P096,M028,14.9
P096,M029,10.07
P096,M030,18.12
P096,M031,36.86
P096,M032,27.75
P096,M033,9.85
P096,M034,7.07
P096,M035,8.87
P096,M036,35.24
P096,M037,22.570000000000004
P096,M038,39.38
P096,M040,34.59
P096,M041,18.86
P096,M043,37.12
P096,M045,26.34
P096,M046,31.03
P096,M047,19.87
P096,M048,33.88
P096,M049,36.29
P096,M050,31.19
P096,M051,39.36
P096,M052,23.79
P096,M053,28.22
P096,M054,33.28
P096,M056,20.32
P096,M057,28.28
P096,M058,10.84
P096,M060,37.13
P096,M061,21.38
P096,M062,34.29
P096,M063,22.56
P096,M064,34.95
P096,M065,31.31
P096,M066,38.04
P096,M067,24.37
P096,M068,34.64
P096,M069,3.55
P096,M070,39.91
P096,M071,32.97
P096,M072,24.66
P096,M073,29.06
P096,M074,6.24
P096,M075,27.89
P096,M076,33.85
P096,M078,13.03
P096,M079,22.43
P096,M081,14.27
P096,M082,34.65
P096,M083,23.72
P096,M085,13.68
P096,M086,10.81
P096,M087,6.69
P096,M088,13.67
P096,M089,15.18
P096,M090,39.39
P096,M091,36.75
P096,M092,12.07
P096,M093,24.62
P096,M094,41.73
P096,M095,9.48
P096,M096,17.35
P096,M097,5.36
P096,M099,19.93
P096,M100,38.62
P097,M001,18.16
P097,M002,34.35
P097,M003,24.3
P097,M004,29.25
P097,M005,36.92
P097,M007,14.89
P097,M008,14.03
P097,M009,12.34
P097,M011,18.56
P097,M013,24.16
P097,M015,3.93
P097,M016,7.32
P097,M017,25.12
P097,M018,27.600000000000005
P097,M019,38.35
P097,M020,30.929999999999996
P097,M021,30.27
P097,M022,32.8
P097,M023,13.83
P097,M024,5.599999999999999
P097,M025,37.34
P097,M026,13.77
P097,M027,12.15
P097,M028,36.63
P097,M029,15.37
P097,M030,37.61
P097,M031,15.2
P097,M032,29.8
P097,M033,3.94
P097,M034,41.93
P097,M035,39.29
P097,M036,34.72
P097,M037,4.48
P097,M038,12.11
P097,M039,37.87
P097,M040,16.8
P097,M041,27.08
P097,M042,22.22
P097,M043,12.86
P097,M044,17.2
